# Includes Amazon Marketplace, Fulfillment by Amazon (FBA), and Amazon Webstore transactions
# All amounts in INR, unless specified
# Definitions:
# Total sales tax liable: Includes GST or sales tax collected from buyers for product sales, shipping, and gift wrap.
# TCS-CGST: Tax Collected at Source from Central GST
# TCS-SGST: Tax Collected at Source from State GST
# TCS-IGST: Tax Collected at Source from Integrated GST
# TDS (Section 194-O): Tax Deducted at Source under Section 194-O of Income tax Act, 1961
# Selling fees: Includes variable closing fees and referral fees.
# Other transaction fees: Includes shipping chargebacks, shipping holdbacks, and sales tax collection fees
"date/time","settlement id","total"
"date/time","settlement id",
"type","order id","Sku","description","quantity","marketplace","account type","fulfillment","order city","order state","order postal","product sales","shipping credits","promotional rebates
","Total sales tax liable(GST before adjusting TCS)","TCS-CGST","TCS-SGST","TCS-IGST","TDS (Section 194-O)","selling fees","fba fees","other transaction fees","other","total"
"19 Mar 2022 8:55:22 am UTC","17342365002","Shipping Services
","402-6548955-8737968","","Easy Ship weight handling fees","","Amazon.in","Cash On Delivery Transactions and Non-Transactional Fees","Merchant","","","","0","0","0","0","0","0","0","0","0","0","-84.96","0","-84.96"
"19 Mar 2022 8:55:25 am UTC","17359545292","Shipping Services
","403-6678830-3827515","","Easy Ship weight handling fees","","Amazon.in","Electronic Transactions (Credit Card/Net Banking/GC)","Merchant","","","","0","0","0","0","0","0","0","0","0","0","-114.46","0","-114.46"
"19 Mar 2022 8:55:26 am UTC","17342365002","Shipping Services
","406-7877491-6977133","","Easy Ship weight handling fees","","Amazon.in","Cash On Delivery Transactions and Non-Transactional Fees","Merchant","","","","0","0","0","0","0","0","0","0","0","0","-84.96","0","-84.96"
"19 Mar 2022 8:55:32 am UTC","17359545292","Shipping Services
","404-9387714-3505163","","Easy Ship weight handling fees","","Amazon.in","Electronic Transactions (Credit Card/Net Banking/GC)","Merchant","","","","0","0","0","0","0","0","0","0","0","0","-84.96","0","-84.96"
"19 Mar 2022 8:55:38 am UTC","17359545292","Shipping Services
","406-9416552-1146727","","Easy Ship weight handling fees","","Amazon.in","Electronic Transactions (Credit Card/Net Banking/GC)","Merchant","","","","0","0","0","0","0","0","0","0","0","0","-60.18","0","-60.18"
"19 Mar 2022 8:55:39 am UTC","17342365002","Shipping Services
","406-1626413-0274726","","Easy Ship weight handling fees","","Amazon.in","Cash On Delivery Transactions and Non-Transactional Fees","Merchant","","","","0","0","0","0","0","0","0","0","0","0","-80.24","0","-80.24"
"19 Mar 2022 8:55:39 am UTC","17342365002","Shipping Services
","171-5646951-2360361","","Easy Ship weight handling fees","","Amazon.in","Cash On Delivery Transactions and Non-Transactional Fees","Merchant","","","","0","0","0","0","0","0","0","0","0","0","-114.46","0","-114.46"
"19 Mar 2022 9:10:53 am UTC","17359545292","Order
","406-6966126-6174759","KJ-5HUM-Q54A","Medicure Premium Latex Gloves - Medium Sized - 100 pieces","1","amazon.in","Electronic Transactions (Credit Card/Net Banking/GC)","Merchant","MUMBAI","MAHARASHTRA","400101","247.32","0","0","29.68","0","0","-2.47","0","-6.54","0","-14.16","0","253.83"
"19 Mar 2022 9:10:57 am UTC","17342365002","Order
","403-3178149-5254716","3B-SEE4-QY9J","Medicure Premium Latex Gloves - Medium Sized - 100 pieces","1","amazon.in","Cash On Delivery Transactions and Non-Transactional Fees","Merchant","MARKAPUR","ANDHRA PRADESH","523316","247.32","0","0","29.68","0","0","-2.47","0","-6.54","0","-14.16","0","253.83"
"19 Mar 2022 9:11:00 am UTC","17359545292","Order
","171-0538695-4448339","3B-SEE4-QY9J","Medicure Premium Latex Gloves - Medium Sized - 100 pieces","1","amazon.in","Electronic Transactions (Credit Card/Net Banking/GC)","Merchant","CHENNAI","TAMIL NADU","600087","247.32","0","0","29.68","0","0","-2.47","0","-6.54","0","-14.16","0","253.83"
"19 Mar 2022 9:11:06 am UTC","17342365002","Order
","171-5646951-2360361","3B-SEE4-QY9J","Medicure Premium Latex Gloves - Medium Sized - 100 pieces","1","amazon.in","Cash On Delivery Transactions and Non-Transactional Fees","Merchant","CHENNAI","TAMIL NADU","600018","247.32","0","0","29.68","0","0","-2.47","0","-6.54","0","-14.16","0","253.83"
"19 Mar 2022 9:11:09 am UTC","17359545292","Order
","408-4795909-7037118","KJ-5HUM-Q54A","Medicure Premium Latex Gloves - Medium Sized - 100 pieces","1","amazon.in","Electronic Transactions (Credit Card/Net Banking/GC)","Merchant","KALYAN(W)","MAHARASHTRA","421301","247.32","0","0","29.68","0","0","-2.47","0","-6.54","0","-14.16","0","253.83"
"19 Mar 2022 9:11:13 am UTC","17342365002","Order
","406-7877491-6977133","KJ-5HUM-Q54A","Medicure Premium Latex Gloves - Medium Sized - 100 pieces","1","amazon.in","Cash On Delivery Transactions and Non-Transactional Fees","Merchant","POOTHAKKULAM, Kollam","KERALA","691302","246.43","0","0","29.57","0","0","-2.46","0","-6.51","0","-14.16","0","252.87"
"19 Mar 2022 9:11:15 am UTC","17359545292","Order
","406-8319063-7755535","KJ-5HUM-Q54A","Medicure Premium Latex Gloves - Medium Sized - 100 pieces","1","amazon.in","Electronic Transactions (Credit Card/Net Banking/GC)","Merchant","KANCHEEPURAM","TAMIL NADU","603310","247.32","0","0","29.68","0","0","-2.47","0","-6.54","0","-14.16","0","253.83"
"19 Mar 2022 9:11:18 am UTC","17359545292","Order
","405-1536397-7535546","KJ-5HUM-Q54A","Medicure Premium Latex Gloves - Medium Sized - 100 pieces","1","amazon.in","Electronic Transactions (Credit Card/Net Banking/GC)","Merchant","RATNAGIRI","MAHARASHTRA","415616","247.32","0","0","29.68","0","0","-2.47","0","-6.54","0","-14.16","0","253.83"
"19 Mar 2022 9:11:22 am UTC","17359545292","Order
","171-3720806-3320357","3B-SEE4-QY9J","Medicure Premium Latex Gloves - Medium Sized - 100 pieces","1","amazon.in","Electronic Transactions (Credit Card/Net Banking/GC)","Merchant","Nagpur","MAHARASHTRA","440009","247.32","0","0","29.68","0","0","-2.47","0","-6.54","0","-14.16","0","253.83"
"19 Mar 2022 9:11:25 am UTC","17359545292","Order
","403-3620831-3909916","KJ-5HUM-Q54A","Medicure Premium Latex Gloves - Medium Sized - 100 pieces","1","amazon.in","Electronic Transactions (Credit Card/Net Banking/GC)","Merchant","MALUR","KARNATAKA","563130","247.32","0","0","29.68","0","0","-2.47","0","-6.54","0","-14.16","0","253.83"
"19 Mar 2022 9:11:28 am UTC","17359545292","Order
","403-7408413-4615531","3B-SEE4-QY9J","Medicure Premium Latex Gloves - Medium Sized - 100 pieces","1","amazon.in","Electronic Transactions (Credit Card/Net Banking/GC)","Merchant","NAGPUR","MAHARASHTRA","440014","247.32","0","0","29.68","0","0","-2.47","0","-6.54","0","-14.16","0","253.83"
"19 Mar 2022 9:11:31 am UTC","17359545292","Order
","403-3037641-8782758","3B-SEE4-QY9J","Medicure Premium Latex Gloves - Medium Sized - 100 pieces","1","amazon.in","Electronic Transactions (Credit Card/Net Banking/GC)","Merchant","MUMBAI","MAHARASHTRA","400005","247.32","0","0","29.68","0","0","-2.47","0","-6.54","0","-14.16","0","253.83"
"19 Mar 2022 9:11:34 am UTC","17359545292","Order
","403-6678830-3827515","KJ-5HUM-Q54A","Medicure Premium Latex Gloves - Medium Sized - 100 pieces","1","amazon.in","Electronic Transactions (Credit Card/Net Banking/GC)","Merchant","Tehsil Ghumarwin, Distt BILASPUR","HIMACHAL PRADESH","174027","247.32","0","0","29.68","0","0","-2.47","0","-6.54","0","-14.16","0","253.83"
"19 Mar 2022 9:11:34 am UTC","17359545292","Order
","404-9387714-3505163","KJ-5HUM-Q54A","Medicure Premium Latex Gloves - Medium Sized - 100 pieces","1","amazon.in","Electronic Transactions (Credit Card/Net Banking/GC)","Merchant","Kota","RAJASTHAN","313001","247.32","0","0","29.68","0","0","-2.47","0","-6.54","0","-14.16","0","253.83"
"19 Mar 2022 9:11:37 am UTC","17359545292","Order
","405-5216574-0153943","3B-SEE4-QY9J","Medicure Premium Latex Gloves - Medium Sized - 100 pieces","1","amazon.in","Electronic Transactions (Credit Card/Net Banking/GC)","Merchant","EAST GODAVARI","ANDHRA PRADESH","533255","247.32","0","0","29.68","0","0","-2.47","0","-6.54","0","-14.16","0","253.83"
"19 Mar 2022 9:11:37 am UTC","17359545292","Order
","402-1985200-5319511","3B-SEE4-QY9J","Medicure Premium Latex Gloves - Medium Sized - 100 pieces","1","amazon.in","Electronic Transactions (Credit Card/Net Banking/GC)","Merchant","VILATHIKULAM","TAMIL NADU","628907","247.32","0","0","29.68","0","0","-2.47","0","-6.54","0","-14.16","0","253.83"
"19 Mar 2022 9:11:40 am UTC","17342365002","Order
","402-6548955-8737968","8H-ZNSD-WJN5","Pehel International resuable and washable Sponge Wipes with super absorbant biodegradable cellulose material for kitchen and home cleaning (Multicolor","2","amazon.in","Cash On Delivery Transactions and Non-Transactional Fees","Merchant","MANGALURU","KARNATAKA","575015","252.54","0","0","45.46","0","0","-2.52","0","-7.03","0","-18.88","0","269.57"
"19 Mar 2022 9:11:41 am UTC","17359545292","Order
","406-9416552-1146727","KJ-5HUM-Q54A","Medicure Premium Latex Gloves - Medium Sized - 100 pieces","1","amazon.in","Electronic Transactions (Credit Card/Net Banking/GC)","Merchant","MUMBAI","MAHARASHTRA","400064","247.32","0","0","29.68","0","0","-2.47","0","-6.54","0","-14.16","0","253.83"
"19 Mar 2022 9:11:43 am UTC","17342365002","Order
","403-0028088-9667578","3B-SEE4-QY9J","Medicure Premium Latex Gloves - Medium Sized - 100 pieces","1","amazon.in","Cash On Delivery Transactions and Non-Transactional Fees","Merchant","BHUBANESWAR","ODISHA","751031","247.32","0","0","29.68","0","0","-2.47","0","-6.54","0","-14.16","0","253.83"
"19 Mar 2022 9:11:50 am UTC","17342365002","Order
","408-1100779-3621141","3B-SEE4-QY9J","Medicure Premium Latex Gloves - Medium Sized - 100 pieces","1","amazon.in","Cash On Delivery Transactions and Non-Transactional Fees","Merchant","CHENNAI","TAMIL NADU","600020","247.32","0","0","29.68","0","0","-2.47","0","-6.54","0","-14.16","0","253.83"
"19 Mar 2022 9:11:50 am UTC","17342365002","Order
","403-8043523-4892305","KJ-5HUM-Q54A","Medicure Premium Latex Gloves - Medium Sized - 100 pieces","1","amazon.in","Cash On Delivery Transactions and Non-Transactional Fees","Merchant","NAGPUR","MAHARASHTRA","440013","247.32","0","0","29.68","0","0","-2.47","0","-6.54","0","-14.16","0","253.83"
"19 Mar 2022 9:11:53 am UTC","17342365002","Order
","406-1626413-0274726","3B-SEE4-QY9J","Medicure Premium Latex Gloves - Medium Sized - 100 pieces","1","amazon.in","Cash On Delivery Transactions and Non-Transactional Fees","Merchant","LATUR","MAHARASHTRA","413512","247.32","0","0","29.68","0","0","-2.47","0","-6.54","0","-14.16","0","253.83"
"20 Mar 2022 4:53:16 am UTC","17359545292","Tax Withheld","","","TDS - Section 194-O - Sat Mar 19 00:00:00 UTC 2022","","","Electronic Transactions (Credit Card/Net Banking/GC)","","","","","0","0","0","0","0","0","0","-34.62","0","0","0","0","-34.62"
"20 Mar 2022 5:23:47 am UTC","17342365002","Tax Withheld","","","TDS - Section 194-O - Sat Mar 19 00:00:00 UTC 2022","","","Cash On Delivery Transactions and Non-Transactional Fees","","","","","0","0","0","0","0","0","0","-19.83","0","0","0","0","-19.83"
"20 Mar 2022 8:41:00 am UTC","17342365002","Shipping Services
","171-9089630-4548338","","Easy Ship weight handling fees","","Amazon.in","Cash On Delivery Transactions and Non-Transactional Fees","Merchant","","","","0","0","0","0","0","0","0","0","0","0","-114.46","0","-114.46"
"20 Mar 2022 8:41:01 am UTC","17359545292","Shipping Services
","407-7565894-1204366","","Easy Ship weight handling fees","","Amazon.in","Electronic Transactions (Credit Card/Net Banking/GC)","Merchant","","","","0","0","0","0","0","0","0","0","0","0","-84.96","0","-84.96"
"20 Mar 2022 8:41:13 am UTC","17359545292","Shipping Services
","407-1762534-6800364","","Easy Ship weight handling fees","","Amazon.in","Electronic Transactions (Credit Card/Net Banking/GC)","Merchant","","","","0","0","0","0","0","0","0","0","0","0","-84.96","0","-84.96"
"20 Mar 2022 8:41:22 am UTC","17342365002","Shipping Services
","404-7860690-4665926","","Easy Ship weight handling fees","","Amazon.in","Cash On Delivery Transactions and Non-Transactional Fees","Merchant","","","","0","0","0","0","0","0","0","0","0","0","-84.96","0","-84.96"
"20 Mar 2022 8:41:29 am UTC","17359545292","Shipping Services
","406-7555202-5023532","","Easy Ship weight handling fees","","Amazon.in","Electronic Transactions (Credit Card/Net Banking/GC)","Merchant","","","","0","0","0","0","0","0","0","0","0","0","-60.18","0","-60.18"
"20 Mar 2022 8:41:32 am UTC","17359545292","Shipping Services
","402-3504245-4173962","","Easy Ship weight handling fees","","Amazon.in","Electronic Transactions (Credit Card/Net Banking/GC)","Merchant","","","","0","0","0","0","0","0","0","0","0","0","-84.96","0","-84.96"
"20 Mar 2022 8:41:32 am UTC","17359545292","Shipping Services
","171-1199149-0337130","","Easy Ship weight handling fees","","Amazon.in","Electronic Transactions (Credit Card/Net Banking/GC)","Merchant","","","","0","0","0","0","0","0","0","0","0","0","-80.24","0","-80.24"
"20 Mar 2022 8:41:35 am UTC","17342365002","Shipping Services
","404-4056919-5060308","","Easy Ship weight handling fees","","Amazon.in","Cash On Delivery Transactions and Non-Transactional Fees","Merchant","","","","0","0","0","0","0","0","0","0","0","0","-84.96","0","-84.96"
"20 Mar 2022 8:41:38 am UTC","17342365002","Shipping Services
","408-9261352-2820317","","Easy Ship weight handling fees","","Amazon.in","Cash On Delivery Transactions and Non-Transactional Fees","Merchant","","","","0","0","0","0","0","0","0","0","0","0","-114.46","0","-114.46"
"20 Mar 2022 8:41:45 am UTC","17359545292","Shipping Services
","408-0239259-1095516","","Easy Ship weight handling fees","","Amazon.in","Electronic Transactions (Credit Card/Net Banking/GC)","Merchant","","","","0","0","0","0","0","0","0","0","0","0","-114.46","0","-114.46"
"20 Mar 2022 8:41:48 am UTC","17359545292","Shipping Services
","171-8198364-4253951","","Easy Ship weight handling fees","","Amazon.in","Electronic Transactions (Credit Card/Net Banking/GC)","Merchant","","","","0","0","0","0","0","0","0","0","0","0","-84.96","0","-84.96"
"20 Mar 2022 8:41:51 am UTC","17359545292","Shipping Services
","405-3569857-0813153","","Easy Ship weight handling fees","","Amazon.in","Electronic Transactions (Credit Card/Net Banking/GC)","Merchant","","","","0","0","0","0","0","0","0","0","0","0","-114.46","0","-114.46"
"20 Mar 2022 8:41:51 am UTC","17359545292","Shipping Services
","171-1003432-1553169","","Easy Ship weight handling fees","","Amazon.in","Electronic Transactions (Credit Card/Net Banking/GC)","Merchant","","","","0","0","0","0","0","0","0","0","0","0","-80.24","0","-80.24"
"20 Mar 2022 8:41:58 am UTC","17359545292","Shipping Services
","402-4030053-3651539","","Easy Ship weight handling fees","","Amazon.in","Electronic Transactions (Credit Card/Net Banking/GC)","Merchant","","","","0","0","0","0","0","0","0","0","0","0","-60.18","0","-60.18"
"20 Mar 2022 8:56:41 am UTC","17359545292","Order
","407-7565894-1204366","KJ-5HUM-Q54A","Medicure Premium Latex Gloves - Medium Sized - 100 pieces","8","amazon.in","Electronic Transactions (Credit Card/Net Banking/GC)","Merchant","HYDERABAD","TELANGANA","500001","1,971.44","0","0","236.56","0","0","-19.68","0","-52.11","0","-113.28","0","2,022.93"
"20 Mar 2022 8:56:41 am UTC","17359545292","Order
","171-1199149-0337130","KJ-5HUM-Q54A","Medicure Premium Latex Gloves - Medium Sized - 100 pieces","1","amazon.in","Electronic Transactions (Credit Card/Net Banking/GC)","Merchant","MUMBAI","MAHARASHTRA","400066","246.43","0","0","29.57","0","0","-2.46","0","-6.51","0","-14.16","0","252.87"
"20 Mar 2022 8:56:46 am UTC","17342365002","Order
","408-9261352-2820317","KJ-5HUM-Q54A","Medicure Premium Latex Gloves - Medium Sized - 100 pieces","1","amazon.in","Cash On Delivery Transactions and Non-Transactional Fees","Merchant","Lucknow","UTTAR PRADESH","226028","246.43","0","0","29.57","0","0","-2.46","0","-6.51","0","-14.16","0","252.87"
"20 Mar 2022 8:56:51 am UTC","17359545292","Order
","407-1762534-6800364","KJ-5HUM-Q54A","Medicure Premium Latex Gloves - Medium Sized - 100 pieces","1","amazon.in","Electronic Transactions (Credit Card/Net Banking/GC)","Merchant","TIRUPATI","ANDHRA PRADESH","517501","246.43","0","0","29.57","0","0","-2.46","0","-6.51","0","-14.16","0","252.87"
"20 Mar 2022 8:56:52 am UTC","17342365002","Order
","404-7860690-4665926","KJ-5HUM-Q54A","Medicure Premium Latex Gloves - Medium Sized - 100 pieces","2","amazon.in","Cash On Delivery Transactions and Non-Transactional Fees","Merchant","BENGALURU","KARNATAKA","560008","492.86","0","0","59.14","0","0","-4.92","0","-13.03","0","-28.32","0","505.73"
"20 Mar 2022 8:56:54 am UTC","17359545292","Order
","171-1003432-1553169","KJ-5HUM-Q54A","Medicure Premium Latex Gloves - Medium Sized - 100 pieces","1","amazon.in","Electronic Transactions (Credit Card/Net Banking/GC)","Merchant","MUMBAI","MAHARASHTRA","400026","246.43","0","0","29.57","0","0","-2.46","0","-6.51","0","-14.16","0","252.87"
"20 Mar 2022 8:56:54 am UTC","17359545292","Order
","171-8198364-4253951","QR-WRTB-87SX","CARE-X Latex Medical Examination Disposable Hand Gloves (White, Medium)- 50 Pieces Per Box","1","amazon.in","Electronic Transactions (Credit Card/Net Banking/GC)","Merchant","DIBRUGARH","ASSAM","786002","246.67","0","0","12.33","0","0","-2.47","0","-6.11","0","-14.16","0","236.26"
"20 Mar 2022 8:56:57 am UTC","17359545292","Order
","406-7555202-5023532","KJ-5HUM-Q54A","Medicure Premium Latex Gloves - Medium Sized - 100 pieces","1","amazon.in","Electronic Transactions (Credit Card/Net Banking/GC)","Merchant","Nagpur","MAHARASHTRA","441108","246.43","0","0","29.57","0","0","-2.46","0","-6.51","0","-14.16","0","252.87"
"20 Mar 2022 8:56:58 am UTC","17342365002","Order
","404-4056919-5060308","KJ-5HUM-Q54A","Medicure Premium Latex Gloves - Medium Sized - 100 pieces","1","amazon.in","Cash On Delivery Transactions and Non-Transactional Fees","Merchant","BENGALURU","KARNATAKA","560021","246.43","0","0","29.57","0","0","-2.46","0","-6.51","0","-14.16","0","252.87"
"20 Mar 2022 8:57:07 am UTC","17359545292","Order
","402-3504245-4173962","KJ-5HUM-Q54A","Medicure Premium Latex Gloves - Medium Sized - 100 pieces","1","amazon.in","Electronic Transactions (Credit Card/Net Banking/GC)","Merchant","KOLKATA","WEST BENGAL","700037","246.43","0","0","29.57","0","0","-2.46","0","-6.51","0","-14.16","0","252.87"
"20 Mar 2022 8:57:13 am UTC","17359545292","Order
","408-0239259-1095516","KJ-5HUM-Q54A","Medicure Premium Latex Gloves - Medium Sized - 100 pieces","1","amazon.in","Electronic Transactions (Credit Card/Net Banking/GC)","Merchant","BHILAI","CHHATTISGARH","490006","246.43","0","0","29.57","0","0","-2.46","0","-6.51","0","-14.16","0","252.87"
"20 Mar 2022 8:57:13 am UTC","17359545292","Order
","405-3569857-0813153","KJ-5HUM-Q54A","Medicure Premium Latex Gloves - Medium Sized - 100 pieces","1","amazon.in","Electronic Transactions (Credit Card/Net Banking/GC)","Merchant","BENGALURU","KARNATAKA","560049","246.43","0","0","29.57","0","0","-2.46","0","-6.51","0","-14.16","0","252.87"
"20 Mar 2022 8:57:21 am UTC","17342365002","Order
","171-9089630-4548338","KJ-5HUM-Q54A","Medicure Premium Latex Gloves - Medium Sized - 100 pieces","1","amazon.in","Cash On Delivery Transactions and Non-Transactional Fees","Merchant","VELLORE","TAMIL NADU","632006","246.43","0","0","29.57","0","0","-2.46","0","-6.51","0","-14.16","0","252.87"
"20 Mar 2022 8:57:23 am UTC","17359545292","Order
","402-4030053-3651539","KJ-5HUM-Q54A","Medicure Premium Latex Gloves - Medium Sized - 100 pieces","1","amazon.in","Electronic Transactions (Credit Card/Net Banking/GC)","Merchant","Kolhapur","MAHARASHTRA","416003","246.43","0","0","29.57","0","0","-2.46","0","-6.51","0","-14.16","0","252.87"
"20 Mar 2022 8:53:58 pm UTC","17359545292","Refund
","404-9387714-3505163","KJ-5HUM-Q54A","Medicure Premium Latex Gloves - Medium Sized - 100 pieces","1","amazon.in","Electronic Transactions (Credit Card/Net Banking/GC)","Merchant","Kota","RAJASTHAN","313001","-247.32","0","0","-29.68","0","0","2.47","0","6.54","0","14.16","0","-253.83"
"21 Mar 2022 4:40:54 am UTC","17366956882","Tax Withheld","","","TDS - Section 194-O - Sun Mar 20 00:00:00 UTC 2022","","","Electronic Transactions (Credit Card/Net Banking/GC)","","","","","0","0","0","0","0","0","0","-41.90","0","0","0","0","-41.90"
"21 Mar 2022 4:41:52 am UTC","17342365002","Tax Withheld","","","TDS - Section 194-O - Sun Mar 20 00:00:00 UTC 2022","","","Cash On Delivery Transactions and Non-Transactional Fees","","","","","0","0","0","0","0","0","0","-12.32","0","0","0","0","-12.32"
"21 Mar 2022 4:44:20 am UTC","17366956882","Transfer
","","","To account ending with: ","","","Electronic Transactions (Credit Card/Net Banking/GC)","","","","","0","0","0","0","0","0","0","0","0","0","0","-3,081.54","-3,081.54"
"21 Mar 2022 8:56:19 am UTC","17342365002","Shipping Services
","405-8920007-1741940","","Easy Ship weight handling fees","","Amazon.in","Cash On Delivery Transactions and Non-Transactional Fees","Merchant","","","","0","0","0","0","0","0","0","0","0","0","-60.18","0","-60.18"
"21 Mar 2022 8:56:23 am UTC","17366956882","Shipping Services
","406-4070135-7121958","","Easy Ship weight handling fees","","Amazon.in","Electronic Transactions (Credit Card/Net Banking/GC)","Merchant","","","","0","0","0","0","0","0","0","0","0","0","-84.96","0","-84.96"
"21 Mar 2022 8:56:26 am UTC","17342365002","Shipping Services
","403-9465081-4265961","","Easy Ship weight handling fees","","Amazon.in","Cash On Delivery Transactions and Non-Transactional Fees","Merchant","","","","0","0","0","0","0","0","0","0","0","0","-80.24","0","-80.24"
"21 Mar 2022 8:56:26 am UTC","17366956882","Shipping Services
","404-2153955-9305942","","Easy Ship weight handling fees","","Amazon.in","Electronic Transactions (Credit Card/Net Banking/GC)","Merchant","","","","0","0","0","0","0","0","0","0","0","0","-84.96","0","-84.96"
"21 Mar 2022 8:56:30 am UTC","17366956882","Shipping Services
","402-0514186-3256302","","Easy Ship weight handling fees","","Amazon.in","Electronic Transactions (Credit Card/Net Banking/GC)","Merchant","","","","0","0","0","0","0","0","0","0","0","0","-60.18","0","-60.18"
"21 Mar 2022 8:56:40 am UTC","17366956882","Shipping Services
","403-6486546-8393948","","Easy Ship weight handling fees","","Amazon.in","Electronic Transactions (Credit Card/Net Banking/GC)","Merchant","","","","0","0","0","0","0","0","0","0","0","0","-114.46","0","-114.46"
"21 Mar 2022 8:56:43 am UTC","17342365002","Shipping Services
","407-5542311-1249953","","Easy Ship weight handling fees","","Amazon.in","Cash On Delivery Transactions and Non-Transactional Fees","Merchant","","","","0","0","0","0","0","0","0","0","0","0","-114.46","0","-114.46"
"21 Mar 2022 8:56:48 am UTC","17366956882","Shipping Services
","404-2293906-8775542","","Easy Ship weight handling fees","","Amazon.in","Electronic Transactions (Credit Card/Net Banking/GC)","Merchant","","","","0","0","0","0","0","0","0","0","0","0","-84.96","0","-84.96"
"21 Mar 2022 8:57:09 am UTC","17366956882","Shipping Services
","406-1602363-8345101","","Easy Ship weight handling fees","","Amazon.in","Electronic Transactions (Credit Card/Net Banking/GC)","Merchant","","","","0","0","0","0","0","0","0","0","0","0","-114.46","0","-114.46"
"21 Mar 2022 9:11:55 am UTC","17342365002","Order
","407-5542311-1249953","KJ-5HUM-Q54A","Medicure Premium Latex Gloves - Medium Sized - 100 pieces","1","amazon.in","Cash On Delivery Transactions and Non-Transactional Fees","Merchant","West godavari NARASAPUR","ANDHRA PRADESH","534275","246.43","0","0","29.57","0","0","-2.46","0","-6.51","0","-14.16","0","252.87"
"21 Mar 2022 9:12:12 am UTC","17342365002","Order
","403-9465081-4265961","KJ-5HUM-Q54A","Medicure Premium Latex Gloves - Medium Sized - 100 pieces","1","amazon.in","Cash On Delivery Transactions and Non-Transactional Fees","Merchant","INDORE","MADHYA PRADESH","452001","246.43","0","0","29.57","0","0","-2.46","0","-6.51","0","-14.16","0","252.87"
"21 Mar 2022 9:12:15 am UTC","17366956882","Order
","406-1602363-8345101","KJ-5HUM-Q54A","Medicure Premium Latex Gloves - Medium Sized - 100 pieces","1","amazon.in","Electronic Transactions (Credit Card/Net Banking/GC)","Merchant","Kotagiri","TAMIL NADU","643217","246.43","0","0","29.57","0","0","-2.46","0","-6.51","0","-14.16","0","252.87"
"21 Mar 2022 9:12:22 am UTC","17366956882","Order
","403-6486546-8393948","KJ-5HUM-Q54A","Medicure Premium Latex Gloves - Medium Sized - 100 pieces","1","amazon.in","Electronic Transactions (Credit Card/Net Banking/GC)","Merchant","malappuram","kerala","679584","246.43","0","0","29.57","0","0","-2.46","0","-6.51","0","-14.16","0","252.87"
"21 Mar 2022 9:12:22 am UTC","17366956882","Order
","404-2153955-9305942","3Q-9W5Z-X2RP","PEHEL INTERNATIONAL ® | Plastic Disposable Shoe Cover | Shoes, Boots, slippers Protectors | Waterproof, Non Slip Durable Covers | One Size Fits All |","1","amazon.in","Electronic Transactions (Credit Card/Net Banking/GC)","Merchant","Guwahati","Assam","781038","292.37","0","0","52.63","0","0","-2.92","0","-56.99","0","-14.16","0","270.93"
"21 Mar 2022 9:12:26 am UTC","17366956882","Order
","406-4070135-7121958","KJ-5HUM-Q54A","Medicure Premium Latex Gloves - Medium Sized - 100 pieces","1","amazon.in","Electronic Transactions (Credit Card/Net Banking/GC)","Merchant","Kalasapadu","ANDHRA PRADESH","516217","246.43","0","0","29.57","0","0","-2.46","0","-6.51","0","-14.16","0","252.87"
"21 Mar 2022 9:12:29 am UTC","17342365002","Order
","408-2338630-7500355","C3-HD8B-8E2Y","Pehel International | Reusable Natural Latex Safety Gloves | for Washing, Cleaning, Kitchen, Garden, Sanitation & Other Daily uses, Yellow Color | Pac","1","amazon.in","Cash On Delivery Transactions and Non-Transactional Fees","Amazon
","BAREILLY","UTTAR PRADESH","243003","0","0","0","0","0","0","0","0","0","0","0","0","0"
"21 Mar 2022 9:12:30 am UTC","17342365002","Order
","405-8920007-1741940","KJ-5HUM-Q54A","Medicure Premium Latex Gloves - Medium Sized - 100 pieces","1","amazon.in","Cash On Delivery Transactions and Non-Transactional Fees","Merchant","MUMBAI","MAHARASHTRA","400058","246.43","0","0","29.57","0","0","-2.46","0","-6.51","0","-14.16","0","252.87"
"21 Mar 2022 9:12:46 am UTC","17366956882","Order
","402-0514186-3256302","KJ-5HUM-Q54A","Medicure Premium Latex Gloves - Medium Sized - 100 pieces","2","amazon.in","Electronic Transactions (Credit Card/Net Banking/GC)","Merchant","THANE","MAHARASHTRA","401107","492.86","0","0","59.14","0","0","-4.92","0","-13.03","0","-28.32","0","505.73"
"21 Mar 2022 9:13:03 am UTC","17366956882","Order
","404-2293906-8775542","KJ-5HUM-Q54A","Medicure Premium Latex Gloves - Medium Sized - 100 pieces","3","amazon.in","Electronic Transactions (Credit Card/Net Banking/GC)","Merchant","BENGALURU","KARNATAKA","560094","739.29","0","0","88.71","0","0","-7.38","0","-19.54","0","-42.48","0","758.60"
"21 Mar 2022 10:42:57 am UTC","17366956882","Refund
","407-6694866-1914745","0N-KC8L-FR5J","Safety Products Net Reflective Jacket (Green, 2"" Radium Type, Medium)","12","amazon.in","Electronic Transactions (Credit Card/Net Banking/GC)","Merchant","Narasapura Industrial Area","KARNATAKA","563133","-739.32","0","0","-88.68","0","0","7.44","0","15.69","0","113.28","0","-691.59"
